rank,average_score,sa_score,pc_score,joint_pass,caption,generated_video,generated_video_exists,reference_video_url,reference_model,all_reference_video_urls,key
451,3.0,3,3,False,"A construction worker hammers a metal stake into the ground, the stake bending slightly under the force.",/home/liuzhirui/model/PhysVid/res/videophy2/video/72d3f920b3514e2ebb2f88eba9d257cffc3aac2a7749b28650269652efd40081.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_construction_worker_hammers_a_metal_stake_into_the_ground,_the_stake_bending_slightly_under_the_force.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_construction_worker_hammers_a_metal_stake_into_the_ground,_the_stake_bending_slightly_under_the_force.mp4"", ""https://storage.cdn-luma.com/dream_machine/e1df2d59-f060-48ff-9dde-a429b04e9589/c91cff0f-ffed-4d5f-b562-186bc34aebca_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_construction_worker_hammers_a_metal_stake_into_the_ground,_the_stake_bending_slightly_under_the_force.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_construction_worker_hammers_a_metal_stake_into_the_ground__the_stake_bending_slightly_under_the_force_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_construction_worker_hammers_a_metal_stake_into_the_ground,_the_stake_bending_slightly_under_the_force.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_construction_worker_hammers_a_metal_stake_into_the_ground,_the_stake_bending_slightly_under_the_force.mp4""]",72d3f920b3514e2ebb2f88eba9d257cffc3aac2a7749b28650269652efd40081
452,3.0,3,3,False,"A volleyball is spiked, hitting the wooden floor of the court and producing a soundless bounce visible by its slight dip and subsequent rebound.",/home/liuzhirui/model/PhysVid/res/videophy2/video/77bbb14b61083dd88dc5b28e033a46843b358df5149c1fa2e10a2d4fba6416c3.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_volleyball_is_spiked,_hitting_the_wooden_floor_of_the_court_and_producing_a_soundless_bounce_visible_by_its_slight_dip_and_subsequent_rebound.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_volleyball_is_spiked__hitting_the_wooden_floor_of_the_court_and_producing_a_soundless_bounce_visible_by_its_slight_dip_and_subsequent_rebound_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_volleyball_is_spiked,_hitting_the_wooden_floor_of_the_court_and_producing_a_soundless_bounce_visible_by_its_slight_dip_and_subsequent_rebound.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_volleyball_is_spiked,_hitting_the_wooden_floor_of_the_court_and_producing_a_soundless_bounce_visible_by_its_slight_dip_and_subsequent_rebound.mp4"", ""https://storage.cdn-luma.com/dream_machine/e2728215-f512-4689-afac-790d899d22b4/487bcd51-bbce-4a24-bd9a-2682e0fd8287_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_volleyball_is_spiked,_hitting_the_wooden_floor_of_the_court_and_producing_a_soundless_bounce_visible_by_its_slight_dip_and_subsequent_rebound.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_volleyball_is_spiked,_hitting_the_wooden_floor_of_the_court_and_producing_a_soundless_bounce_visible_by_its_slight_dip_and_subsequent_rebound.mp4""]",77bbb14b61083dd88dc5b28e033a46843b358df5149c1fa2e10a2d4fba6416c3
453,3.0,3,3,False,"A small child pokes a stack of empty soda cans with a toy car, causing the cans to topple like a chain reaction.",/home/liuzhirui/model/PhysVid/res/videophy2/video/78366a0f3f4f7032323fb8c37054b6d3f2dfbd82f7e0bbcea779ae54d1fca585.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small_child_pokes_a_stack_of_empty_soda_cans_with_a_toy_car,_causing_the_cans_to_topple_like_a_chain_reaction.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Child_s+Soda+Can+Tower.mp4"", ""https://storage.cdn-luma.com/dream_machine/67a72440-ecc8-4a57-acb0-29affbda07fe/b7377cf1-e499-4717-bddf-0b27395608b4_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_small_child_pokes_a_stack_of_empty_soda_cans_with_a_toy_car,_causing_the_cans_to_topple_like_a_chain_reaction.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_small_child_pokes_a_stack_of_empty_soda_cans_with_a_toy_car,_causing_the_cans_to_topple_like_a_chain_reaction.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_small_child_pokes_a_stack_of_empty_soda_cans_with_a_toy_car,_causing_the_cans_to_topple_like_a_chain_reaction.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_small_child_pokes_a_stack_of_empty_soda_cans_with_a_toy_car__causing_the_cans_to_topple_like_a_chain_reaction_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small_child_pokes_a_stack_of_empty_soda_cans_with_a_toy_car,_causing_the_cans_to_topple_like_a_chain_reaction.mp4""]",78366a0f3f4f7032323fb8c37054b6d3f2dfbd82f7e0bbcea779ae54d1fca585
454,3.0,3,3,False,"A juggler attempts to juggle five balls, dropping two and continuing with the remaining three.",/home/liuzhirui/model/PhysVid/res/videophy2/video/79fc283680d374e9200af0eb2f9c342f07ed3f4d3d6a1ed469bb48d8223568b2.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_juggler_attempts_to_juggle_five_balls,_dropping_two_and_continuing_with_the_remaining_three.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_juggler_attempts_to_juggle_five_balls,_dropping_two_and_continuing_with_the_remaining_three.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_juggler_attempts_to_juggle_five_balls,_dropping_two_and_continuing_with_the_remaining_three.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_juggler_attempts_to_juggle_five_balls__dropping_two_and_continuing_with_the_remaining_three_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_juggler_attempts_to_juggle_five_balls,_dropping_two_and_continuing_with_the_remaining_three.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_juggler_attempts_to_juggle_five_balls,_dropping_two_and_continuing_with_the_remaining_three.mp4""]",79fc283680d374e9200af0eb2f9c342f07ed3f4d3d6a1ed469bb48d8223568b2
455,3.0,3,3,False,"A scooter collides with a trash can, the scooter tilting to one side before stopping.",/home/liuzhirui/model/PhysVid/res/videophy2/video/7a7cb9de10d5066d30967019cb1bd183e84a33627d6302a88b324d65be3da4d7.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_scooter_collides_with_a_trash_can,_the_scooter_tilting_to_one_side_before_stopping.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_scooter_collides_with_a_trash_can,_the_scooter_tilting_to_one_side_before_stopping.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_scooter_collides_with_a_trash_can,_the_scooter_tilting_to_one_side_before_stopping.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_scooter_collides_with_a_trash_can,_the_scooter_tilting_to_one_side_before_stopping.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Scooter+vs.+Trash+Can.mp4"", ""https://storage.cdn-luma.com/dream_machine/726299a2-d31a-4bb5-8c7a-1f1b869563db/617432c8-a637-4b37-9738-ba014f276070_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_scooter_collides_with_a_trash_can,_the_scooter_tilting_to_one_side_before_stopping.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_scooter_collides_with_a_trash_can__the_scooter_tilting_to_one_side_before_stopping_.mp4""]",7a7cb9de10d5066d30967019cb1bd183e84a33627d6302a88b324d65be3da4d7
456,3.0,3,3,False,"A roller skater pushes off a wall, gaining speed and gliding across a smooth concrete surface.",/home/liuzhirui/model/PhysVid/res/videophy2/video/7d52efe4df474e6445d9baab0d93c0c1ade5971240a5d563d95c90fb237444ab.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_roller_skater_pushes_off_a_wall,_gaining_speed_and_gliding_across_a_smooth_concrete_surface.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_roller_skater_pushes_off_a_wall,_gaining_speed_and_gliding_across_a_smooth_concrete_surface.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_roller_skater_pushes_off_a_wall,_gaining_speed_and_gliding_across_a_smooth_concrete_surface.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_roller_skater_pushes_off_a_wall__gaining_speed_and_gliding_across_a_smooth_concrete_surface_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Urban+Skating+Adventure.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_roller_skater_pushes_off_a_wall,_gaining_speed_and_gliding_across_a_smooth_concrete_surface.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_roller_skater_pushes_off_a_wall,_gaining_speed_and_gliding_across_a_smooth_concrete_surface.mp4""]",7d52efe4df474e6445d9baab0d93c0c1ade5971240a5d563d95c90fb237444ab
457,3.0,3,3,False,"A person juggles a soccer ball in a tight space surrounded by cones, demonstrating precise control and maneuverability.",/home/liuzhirui/model/PhysVid/res/videophy2/video/7fd7306c3940279c9966a2bc7a8ef5318f380477e16fe03be9a497b9849ef22a.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_juggles_a_soccer_ball_in_a_tight_space_surrounded_by_cones,_demonstrating_precise_control_and_maneuverability.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_juggles_a_soccer_ball_in_a_tight_space_surrounded_by_cones,_demonstrating_precise_control_and_maneuverability.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_juggles_a_soccer_ball_in_a_tight_space_surrounded_by_cones,_demonstrating_precise_control_and_maneuverability.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_juggles_a_soccer_ball_in_a_tight_space_surrounded_by_cones,_demonstrating_precise_control_and_maneuverability.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_juggles_a_soccer_ball_in_a_tight_space_surrounded_by_cones,_demonstrating_precise_control_and_maneuverability.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_juggles_a_soccer_ball_in_a_tight_space_surrounded_by_cones__demonstrating_precise_control_and_maneuverability_.mp4""]",7fd7306c3940279c9966a2bc7a8ef5318f380477e16fe03be9a497b9849ef22a
458,3.0,3,3,False,A trapeze artist uses momentum from a swing to toss a ball to another trapeze artist.,/home/liuzhirui/model/PhysVid/res/videophy2/video/80cc85fa7fa79a56850aa20bc5a163d73682800ca8d6b9ac012b27bf4e34912f.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_trapeze_artist_uses_momentum_from_a_swing_to_toss_a_ball_to_another_trapeze_artist.mp4,wan,"[""https://storage.cdn-luma.com/dream_machine/4ba712f0-182a-4477-b492-0abba81b01f5/19b92b19-39ea-4cc7-8c45-a91d337f28d3_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_trapeze_artist_uses_momentum_from_a_swing_to_toss_a_ball_to_another_trapeze_artist.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_trapeze_artist_uses_momentum_from_a_swing_to_toss_a_ball_to_another_trapeze_artist.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_trapeze_artist_uses_momentum_from_a_swing_to_toss_a_ball_to_another_trapeze_artist.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_trapeze_artist_uses_momentum_from_a_swing_to_toss_a_ball_to_another_trapeze_artist.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_trapeze_artist_uses_momentum_from_a_swing_to_toss_a_ball_to_another_trapeze_artist_.mp4""]",80cc85fa7fa79a56850aa20bc5a163d73682800ca8d6b9ac012b27bf4e34912f
459,3.0,3,3,False,"A hose sprays water onto a burning pile of tires, extinguishing the flames and creating steam.",/home/liuzhirui/model/PhysVid/res/videophy2/video/818cf307874976c0c7777ffe7f1d3b950b845cedfd1144ab933de4f60e15ca01.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hose_sprays_water_onto_a_burning_pile_of_tires,_extinguishing_the_flames_and_creating_steam.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_hose_sprays_water_onto_a_burning_pile_of_tires,_extinguishing_the_flames_and_creating_steam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_hose_sprays_water_onto_a_burning_pile_of_tires__extinguishing_the_flames_and_creating_steam_.mp4"", ""https://storage.cdn-luma.com/dream_machine/dec8beff-df2d-4fc5-a0af-38161fb7d48d/c5a47889-baae-4385-aa6f-969a8c73279a_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hose_sprays_water_onto_a_burning_pile_of_tires,_extinguishing_the_flames_and_creating_steam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_hose_sprays_water_onto_a_burning_pile_of_tires,_extinguishing_the_flames_and_creating_steam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_hose_sprays_water_onto_a_burning_pile_of_tires,_extinguishing_the_flames_and_creating_steam.mp4""]",818cf307874976c0c7777ffe7f1d3b950b845cedfd1144ab933de4f60e15ca01
460,3.0,3,3,False,"A tightrope walker, with their balance pole extended to the side, uses it to brace against a sudden gust of wind.",/home/liuzhirui/model/PhysVid/res/videophy2/video/83e6def6f73751f60fd289db37fd641e1fccd2f3a4cdc0910336eb90fd83336e.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_tightrope_walker,_with_their_balance_pole_extended_to_the_side,_uses_it_to_brace_against_a_sudden_gust_of_wind.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_tightrope_walker,_with_their_balance_pole_extended_to_the_side,_uses_it_to_brace_against_a_sudden_gust_of_wind.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_tightrope_walker,_with_their_balance_pole_extended_to_the_side,_uses_it_to_brace_against_a_sudden_gust_of_wind.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_tightrope_walker,_with_their_balance_pole_extended_to_the_side,_uses_it_to_brace_against_a_sudden_gust_of_wind.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_tightrope_walker,_with_their_balance_pole_extended_to_the_side,_uses_it_to_brace_against_a_sudden_gust_of_wind.mp4"", ""https://storage.cdn-luma.com/dream_machine/80d69a2b-4372-4cab-a903-24c004d7ca69/e14770ae-97df-49db-a1d0-40874a3dda50_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_tightrope_walker__with_their_balance_pole_extended_to_the_side__uses_it_to_brace_against_a_sudden_gust_of_wind_.mp4""]",83e6def6f73751f60fd289db37fd641e1fccd2f3a4cdc0910336eb90fd83336e
461,3.0,3,3,False,"A cylindrical metal container rolls down a grassy hill, stopping near a small bush.",/home/liuzhirui/model/PhysVid/res/videophy2/video/85b0aef2f4e83a64c1680f3d271674d6e50687125de09aa16a73d63c8ad3b6d7.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_cylindrical_metal_container_rolls_down_a_grassy_hill,_stopping_near_a_small_bush.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_cylindrical_metal_container_rolls_down_a_grassy_hill,_stopping_near_a_small_bush.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_cylindrical_metal_container_rolls_down_a_grassy_hill,_stopping_near_a_small_bush.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_cylindrical_metal_container_rolls_down_a_grassy_hill__stopping_near_a_small_bush_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_cylindrical_metal_container_rolls_down_a_grassy_hill,_stopping_near_a_small_bush.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_cylindrical_metal_container_rolls_down_a_grassy_hill,_stopping_near_a_small_bush.mp4""]",85b0aef2f4e83a64c1680f3d271674d6e50687125de09aa16a73d63c8ad3b6d7
462,3.0,3,3,False,A volleyball is spiked downward; it hits the ground forcefully.,/home/liuzhirui/model/PhysVid/res/videophy2/video/8672be9e105c01a7e5c7b6641871d144bd8210e9a3cceeae13be26d5ff351385.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_volleyball_is_spiked_downward;_it_hits_the_ground_forcefully.mp4,wan,"[""https://storage.cdn-luma.com/dream_machine/656e61e2-a46d-44b6-9aca-14c066d9494e/485e7c37-0c4a-4da2-8b74-52ed25ab1e6b_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_volleyball_is_spiked_downward;_it_hits_the_ground_forcefully.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_volleyball_is_spiked_downward;_it_hits_the_ground_forcefully.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_volleyball_is_spiked_downward;_it_hits_the_ground_forcefully.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_volleyball_is_spiked_downward;_it_hits_the_ground_forcefully.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_volleyball_is_spiked_downward__it_hits_the_ground_forcefully_.mp4""]",8672be9e105c01a7e5c7b6641871d144bd8210e9a3cceeae13be26d5ff351385
463,3.0,3,3,False,"A car crashes into a stack of cardboard boxes, sending the boxes flying in all directions.",/home/liuzhirui/model/PhysVid/res/videophy2/video/8683e33aca5f164157ae5cb4102a30a6bb415cf49524db31706e0a6748a906ed.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_car_crashes_into_a_stack_of_cardboard_boxes,_sending_the_boxes_flying_in_all_directions.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_car_crashes_into_a_stack_of_cardboard_boxes,_sending_the_boxes_flying_in_all_directions.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_car_crashes_into_a_stack_of_cardboard_boxes,_sending_the_boxes_flying_in_all_directions.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_car_crashes_into_a_stack_of_cardboard_boxes,_sending_the_boxes_flying_in_all_directions.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Car+Crashes+Cardboard+Chaos.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_car_crashes_into_a_stack_of_cardboard_boxes,_sending_the_boxes_flying_in_all_directions.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_car_crashes_into_a_stack_of_cardboard_boxes__sending_the_boxes_flying_in_all_directions_.mp4""]",8683e33aca5f164157ae5cb4102a30a6bb415cf49524db31706e0a6748a906ed
